codigo,classificacao,natureza,centro_de_custo,historico,valor,data_competencia,data_baixa,situacao,tipo,unidade,codigo_classificacao,codigo_natureza
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 4991,23844.15,2022-05-01,2022-06-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 4992,17660.74,2022-05-01,2022-06-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 4993,5662.51,2022-05-01,2022-06-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 4994,23839.7,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 4995,5386.86,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 4996,12960.44,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 4997,5886.24,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 4998,14992.41,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 4999,16204.74,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5000,15395.13,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.05.008, DESPESAS FIXAS, ADMINISTRATIVAS,MANUTENÇÃO DE INFRA-ESTRUTURA,HISTÓRICO 5001,808.89,2022-06-01,2022-07-11,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.01.001, CUSTOS VARIÁVEIS, TRANSPORTE TERCEIRIZADO,AGREGADO,HISTÓRICO 5002,26945.75,2022-06-01,2022-06-08,Baixado,Pagar,ADM. CENTRAL,05,5.4
2.01.13.001, DEDUÇÕES DA RECEITA, IMPOSTOS INDIRETOS,ICMS,HISTÓRICO 5003,5613.46,2022-05-01,2022-06-08,Baixado,Pagar,ADM. CENTRAL,04,4.3
2.01.13.007, DEDUÇÕES DA RECEITA, IMPOSTOS INDIRETOS,ISSQN,HISTÓRICO 5004,106167.09,2022-05-01,2022-06-13,Baixado,Pagar,ADM. CENTRAL,04,4.3
2.03.01.004, DESPESAS FIXAS, MÃO DE OBRA TERCEIRIZADA,MANUTENÇÃO DE MÁQUINAS E EQUIPAMENTOS,HISTÓRICO 5005,22832.46,2022-06-01,2022-06-08,Baixado,Pagar,SUDESTE,06,6.5
2.01.09.004, DESPESAS FIXAS, COMERCIAIS,DESLOCAMENTO E TRANSPORTE,HISTÓRICO 5006,1003.94,2022-06-01,2022-06-08,Baixado,Pagar,SUDESTE,06,6.3
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5007,32930.81,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5008,20564.85,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5009,13555.77,2022-05-01,2022-06-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.020, DESPESAS FIXAS, PESSOAL,CESTA BÁSICA,HISTÓRICO 5010,5234.83,2022-06-01,2022-06-08,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5011,14040.82,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5012,15044.76,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5013,14040.82,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5014,14040.82,2022-05-01,2022-06-08,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5015,45392.43,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5016,55976.83,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5017,24295.35,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5018,7568.99,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5019,7568.99,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5020,7568.99,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5021,7568.99,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5022,32986.6,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5023,49021.82,2022-05-01,2022-06-07,Baixado,Pagar,NORDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5024,7196.1,2022-05-01,2022-06-07,Baixado,Pagar,NORDESTE,06,6.1
2.01.09.003, DESPESAS FIXAS, COMERCIAIS,ALIMENTAÇÃO,HISTÓRICO 5025,15417.79,2022-06-01,2022-06-07,Baixado,Pagar,NORDESTE,06,6.3
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5026,22204.0,2022-05-01,2022-06-07,Baixado,Pagar,NORDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5027,16918.54,2022-05-01,2022-06-07,Baixado,Pagar,NORDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5028,22204.0,2022-05-01,2022-06-07,Baixado,Pagar,NORDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5029,49429.56,2022-05-01,2022-06-07,Baixado,Pagar,NORDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5030,17528.08,2022-05-01,2022-06-07,Baixado,Pagar,NORDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5031,30118.2,2022-05-01,2022-06-07,Baixado,Pagar,NORDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5032,36000.14,2022-05-01,2022-06-07,Baixado,Pagar,NORDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5033,33386.74,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5034,9021.55,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5035,7529.55,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5036,25872.97,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5037,21627.74,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5038,33089.86,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5039,93223.0,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5040,100394.0,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5041,60236.4,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5042,18334.1,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5043,19757.4,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5044,17474.87,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5045,18527.0,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5046,23212.1,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5047,19711.79,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5048,34234.35,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5049,24653.9,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5050,7873.76,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5051,17769.74,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5052,5263.51,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5053,32699.76,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.009, DESPESAS FIXAS, PESSOAL,FÉRIAS,HISTÓRICO 5054,43241.13,2022-06-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5055,23083.74,2022-05-01,2022-06-08,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5056,16108.65,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5057,16298.82,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5058,16078.82,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5059,18937.03,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5060,15035.87,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5061,15035.87,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5062,14676.17,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5063,51165.52,2022-05-01,2022-06-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5064,15035.87,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5065,32750.67,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5066,31275.03,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5067,21556.17,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5068,15766.16,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5069,23008.44,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5070,20061.45,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 5071,33997.57,2022-05-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.05.008, DESPESAS FIXAS, ADMINISTRATIVAS,MANUTENÇÃO DE INFRA-ESTRUTURA,HISTÓRICO 5072,1434.2,2022-06-01,2022-06-08,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.02.05.008, DESPESAS FIXAS, ADMINISTRATIVAS,MANUTENÇÃO DE INFRA-ESTRUTURA,HISTÓRICO 5073,8605.2,2022-06-01,2022-06-08,Baixado,Pagar,SUDESTE,06,6.2
2.01.11.001, DESPESAS FIXAS, ADMINISTRATIVAS,SINDICATOS,HISTÓRICO 5074,8526.89,2022-05-01,2022-06-22,Baixado,Pagar,SUDESTE,06,6.2
2.01.09.011, DESPESAS FIXAS, COMERCIAIS,PASSAGENS AÉREAS E ONIBUS DE VIAGEM,HISTÓRICO 5075,4716.22,2022-06-01,2022-07-11,Baixado,Pagar,SUDESTE,06,6.3
2.01.09.011, DESPESAS FIXAS, COMERCIAIS,PASSAGENS AÉREAS E ONIBUS DE VIAGEM,HISTÓRICO 5076,4716.08,2022-06-01,,Aberto,Pagar,SUDESTE,06,6.3
2.01.09.011, DESPESAS FIXAS, COMERCIAIS,PASSAGENS AÉREAS E ONIBUS DE VIAGEM,HISTÓRICO 5077,4716.08,2022-06-01,,Aberto,Pagar,SUDESTE,06,6.3
2.01.10.003, DESPESAS FIXAS, BANCÁRIAS,TARIFA MANUTENÇÃO,HISTÓRICO 5078,989.6,2022-06-01,2022-06-06,Baixado,Pagar,ADM. CENTRAL,06,6.4
1.01.02.001, RECEITAS OPERACIONAIS, LOCAÇÃO,RECEITA BOX,HISTÓRICO 5079,8105.95,2022-06-01,2022-06-06,Baixado,Receber,SUDESTE,01,1.2
2.01.10.002, DESPESAS FIXAS, BANCÁRIAS,TARIFA TED,HISTÓRICO 5080,149.87,2022-06-01,2022-06-07,Baixado,Pagar,ADM. CENTRAL,06,6.4
2.02.05.002, DESPESAS FIXAS, ADMINISTRATIVAS,IPTU,HISTÓRICO 5081,43569.56,2022-05-01,2022-07-08,Baixado,Pagar,SUDESTE,06,6.2
1.02.02.005, RECEITAS NÃO OPERACIONAIS, OUTRAS RECEITAS NÃO OPERACIONAIS,VENDA MATERIAIS PARA RECICLAGEM,HISTÓRICO 5082,12577.93,2022-06-01,2022-06-10,Baixado,Receber,SUDESTE,03,3.5
2.02.06.003, DESPESAS FIXAS, ADMINISTRATIVAS,INTERNET,HISTÓRICO 5083,5736.8,2022-07-01,2022-07-08,Baixado,Pagar,SUDESTE,06,6.2
2.03.01.010, CUSTOS VARIÁVEIS, MÃO DE OBRA VARIÁVEL,LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS,HISTÓRICO 5084,26189.07,2022-05-01,2022-06-28,Baixado,Pagar,SUDESTE,05,5.6
2.03.03.007, INVESTIMENTOS, BENS MATERIAIS,CAMARA FRIA,HISTÓRICO 5085,562863.84,2022-06-01,2022-06-03,Baixado,Pagar,SUDESTE,08,8.2
2.02.05.001, DESPESAS FIXAS, ADMINISTRATIVAS,ALUGUEL,HISTÓRICO 5086,136249.0,2022-05-01,2022-06-13,Baixado,Pagar,SUDESTE,06,6.2
2.02.01.006, DESPESAS FIXAS, PESSOAL,PLANO ASSISTÊNCIA MÉDICA,HISTÓRICO 5087,99869.51,2022-06-01,2022-06-10,Baixado,Pagar,SUDESTE,06,6.1
2.01.05.008, DESPESAS FIXAS, ADMINISTRATIVAS,CONFRATERNIZAÇÃO INTERNA,HISTÓRICO 5088,16381.43,2022-06-01,2022-06-29,Baixado,Pagar,SUDESTE,06,6.2
2.01.05.005, DESPESAS FIXAS, ADMINISTRATIVAS,"ÁGUA, CAFÉ E LANCHE",HISTÓRICO 5089,652.13,2022-06-01,2022-06-09,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.02.01.002, DESPESAS FIXAS, PESSOAL,VALE TRANSPORTE (EMPRESA),HISTÓRICO 5090,2294.72,2022-06-01,2022-06-09,Baixado,Pagar,SUDESTE,06,6.1
2.03.01.004, DESPESAS FIXAS, MÃO DE OBRA TERCEIRIZADA,MANUTENÇÃO DE MÁQUINAS E EQUIPAMENTOS,HISTÓRICO 5091,9517.49,2022-06-01,2022-06-13,Baixado,Pagar,SUDESTE,06,6.5
2.01.01.001, CUSTOS VARIÁVEIS, TRANSPORTE TERCEIRIZADO,AGREGADO,HISTÓRICO 5092,54744.85,2022-06-01,2022-06-10,Baixado,Pagar,SUDESTE,05,5.4
2.02.01.016, DESPESAS FIXAS, PESSOAL,VERBAS RESCISÓRIAS,HISTÓRICO 5093,15087.5,2022-06-01,2022-06-13,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.016, DESPESAS FIXAS, PESSOAL,VERBAS RESCISÓRIAS,HISTÓRICO 5094,679.52,2022-06-01,2022-06-13,Baixado,Pagar,SUDESTE,06,6.1
2.03.03.005, INVESTIMENTOS, BENS MATERIAIS,COMPRA DE EQUIPAMENTOS ELETRO ELETRÔNICOS,HISTÓRICO 5095,5421.28,2022-06-01,2022-06-08,Baixado,Pagar,SUDESTE,08,8.2
2.01.02.001, CUSTOS VARIÁVEIS, TRANSPORTE PRÓPRIO,COMBUSTÍVEL,HISTÓRICO 5096,28684.0,2022-06-01,2022-06-09,Baixado,Pagar,SUDESTE,05,5.5
2.01.01.005, CUSTOS VARIÁVEIS, TRANSPORTE TERCEIRIZADO,CHAPA (CARGA E DESCARGA),HISTÓRICO 5097,20652.48,2022-06-01,2022-06-14,Baixado,Pagar,SUDESTE,05,5.4
2.03.06.002, DESPESAS NÃO OPERACIONAIS, PERDAS CONTRATUAIS,DESPESAS CONTRATUAIS POR DANOS E EXTRAVIOS,HISTÓRICO 5098,12861.76,2022-06-01,2022-07-08,Baixado,Pagar,SUDESTE,09,9.2
2.02.05.001, DESPESAS FIXAS, ADMINISTRATIVAS,ALUGUEL,HISTÓRICO 5099,380070.17,2022-07-01,2022-07-01,Baixado,Pagar,SUDESTE,06,6.2
2.02.05.001, DESPESAS FIXAS, ADMINISTRATIVAS,ALUGUEL,HISTÓRICO 5100,380070.17,2022-08-01,2022-08-01,Baixado,Pagar,SUDESTE,06,6.2
2.02.05.001, DESPESAS FIXAS, ADMINISTRATIVAS,ALUGUEL,HISTÓRICO 5101,380070.17,2022-09-01,2022-09-01,Baixado,Pagar,SUDESTE,06,6.2
2.02.05.001, DESPESAS FIXAS, ADMINISTRATIVAS,ALUGUEL,HISTÓRICO 5102,380070.17,2022-10-01,,Aberto,Pagar,SUDESTE,06,6.2
2.02.05.001, DESPESAS FIXAS, ADMINISTRATIVAS,ALUGUEL,HISTÓRICO 5103,380070.17,2022-11-01,,Aberto,Pagar,SUDESTE,06,6.2
2.02.05.001, DESPESAS FIXAS, ADMINISTRATIVAS,ALUGUEL,HISTÓRICO 5104,380070.17,2022-12-01,,Aberto,Pagar,SUDESTE,06,6.2
2.02.04.002, DESPESAS FIXAS, ADMINISTRATIVAS,SERVIDOR DE DADOS,HISTÓRICO 5105,39235.41,2022-07-01,2022-08-01,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.02.04.002, DESPESAS FIXAS, ADMINISTRATIVAS,SERVIDOR DE DADOS,HISTÓRICO 5106,39235.41,2022-08-01,2022-09-01,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.02.04.002, DESPESAS FIXAS, ADMINISTRATIVAS,SERVIDOR DE DADOS,HISTÓRICO 5107,32064.41,2022-09-01,,Aberto,Pagar,ADM. CENTRAL,06,6.2
2.02.04.002, DESPESAS FIXAS, ADMINISTRATIVAS,SERVIDOR DE DADOS,HISTÓRICO 5108,32064.41,2022-10-01,,Aberto,Pagar,ADM. CENTRAL,06,6.2
2.02.04.002, DESPESAS FIXAS, ADMINISTRATIVAS,SERVIDOR DE DADOS,HISTÓRICO 5109,32064.41,2022-11-01,,Aberto,Pagar,ADM. CENTRAL,06,6.2
2.02.04.002, DESPESAS FIXAS, ADMINISTRATIVAS,SERVIDOR DE DADOS,HISTÓRICO 5110,32064.41,2022-12-01,,Aberto,Pagar,ADM. CENTRAL,06,6.2
2.02.05.001, DESPESAS FIXAS, ADMINISTRATIVAS,ALUGUEL,HISTÓRICO 5111,236643.0,2022-07-01,2022-08-01,Baixado,Pagar,SUDESTE,06,6.2
2.02.05.001, DESPESAS FIXAS, ADMINISTRATIVAS,ALUGUEL,HISTÓRICO 5112,236643.0,2022-08-01,2022-09-01,Baixado,Pagar,SUDESTE,06,6.2
2.02.05.001, DESPESAS FIXAS, ADMINISTRATIVAS,ALUGUEL,HISTÓRICO 5113,236643.0,2022-09-01,,Aberto,Pagar,SUDESTE,06,6.2
2.02.05.001, DESPESAS FIXAS, ADMINISTRATIVAS,ALUGUEL,HISTÓRICO 5114,236643.0,2022-10-01,,Aberto,Pagar,SUDESTE,06,6.2
2.02.05.001, DESPESAS FIXAS, ADMINISTRATIVAS,ALUGUEL,HISTÓRICO 5115,236643.0,2022-11-01,,Aberto,Pagar,SUDESTE,06,6.2
2.02.05.001, DESPESAS FIXAS, ADMINISTRATIVAS,ALUGUEL,HISTÓRICO 5116,236643.0,2022-12-01,,Aberto,Pagar,SUDESTE,06,6.2
2.01.05.005, DESPESAS FIXAS, ADMINISTRATIVAS,"ÁGUA, CAFÉ E LANCHE",HISTÓRICO 5117,3915.37,2022-07-01,2022-07-05,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.05.005, DESPESAS FIXAS, ADMINISTRATIVAS,"ÁGUA, CAFÉ E LANCHE",HISTÓRICO 5118,3915.37,2022-08-01,2022-08-02,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.05.005, DESPESAS FIXAS, ADMINISTRATIVAS,"ÁGUA, CAFÉ E LANCHE",HISTÓRICO 5119,5537.45,2022-09-01,2022-09-02,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.01.05.005, DESPESAS FIXAS, ADMINISTRATIVAS,"ÁGUA, CAFÉ E LANCHE",HISTÓRICO 5120,5736.8,2022-10-01,,Aberto,Pagar,ADM. CENTRAL,06,6.2
2.01.05.005, DESPESAS FIXAS, ADMINISTRATIVAS,"ÁGUA, CAFÉ E LANCHE",HISTÓRICO 5121,5736.8,2022-11-01,,Aberto,Pagar,ADM. CENTRAL,06,6.2
2.01.05.005, DESPESAS FIXAS, ADMINISTRATIVAS,"ÁGUA, CAFÉ E LANCHE",HISTÓRICO 5122,5736.8,2022-12-01,,Aberto,Pagar,ADM. CENTRAL,06,6.2
2.02.04.006, DESPESAS FIXAS, ADMINISTRATIVAS,SISTEMA PONTO MAIS - RH,HISTÓRICO 5123,10182.82,2022-07-01,2022-08-02,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.02.04.006, DESPESAS FIXAS, ADMINISTRATIVAS,SISTEMA PONTO MAIS - RH,HISTÓRICO 5124,10182.82,2022-08-01,2022-09-02,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.02.04.006, DESPESAS FIXAS, ADMINISTRATIVAS,SISTEMA PONTO MAIS - RH,HISTÓRICO 5125,10182.82,2022-09-01,,Aberto,Pagar,ADM. CENTRAL,06,6.2
2.02.04.006, DESPESAS FIXAS, ADMINISTRATIVAS,SISTEMA PONTO MAIS - RH,HISTÓRICO 5126,10182.82,2022-10-01,,Aberto,Pagar,ADM. CENTRAL,06,6.2
2.02.04.006, DESPESAS FIXAS, ADMINISTRATIVAS,SISTEMA PONTO MAIS - RH,HISTÓRICO 5127,10182.82,2022-11-01,,Aberto,Pagar,ADM. CENTRAL,06,6.2
2.02.04.006, DESPESAS FIXAS, ADMINISTRATIVAS,SISTEMA PONTO MAIS - RH,HISTÓRICO 5128,10182.82,2022-12-01,,Aberto,Pagar,ADM. CENTRAL,06,6.2
